Date;AAPL;AMZN;DIS;FB;JPM;MCD;NFLX;PG
03.01.2017;110.7;753.67;101.59;116.86;79.506;110.37;127.49;76.237
04.01.2017;110.58;757.18;102.89;118.69;79.653;110.24;129.41;76.509
05.01.2017;111.15;780.45;102.83;120.67;78.92;110.45;131.81;77.015
06.01.2017;112.36;795.99;104.36;123.41;78.93;111.41;131.07;76.989
09.01.2017;113.4;796.92;103.77;124.9;78.987;111.11;130.95;76.418
10.01.2017;113.52;795.9;103.79;124.35;79.214;110.94;129.89;75.594
11.01.2017;114.12;799.02;104.8;126.09;79.811;111.53;130.5;75.831
12.01.2017;113.66;813.64;102.98;126.62;79.039;112.65;129.18;75.911
13.01.2017;113.45;817.24;103.48;128.33;79.461;112.1;133.7;76.068
17.01.2017;114.36;809.72;103.39;127.87;76.575;113.25;132.89;77.152
18.01.2017;114.35;807.48;103.57;127.92;76.932;113.21;133.26;77.508
19.01.2017;114.15;809.04;102.73;127.55;76.356;112.72;138.41;77.3
20.01.2017;114.36;808.33;103.1;127.04;76.685;112.79;138.6;79.807
23.01.2017;114.45;817.88;102.58;128.93;76.723;111.99;137.39;79.36
24.01.2017;114.33;822.44;103.33;129.37;77.646;111.69;140.11;80.18
25.01.2017;116.15;836.52;103.46;131.48;78.85;112.38;139.52;79.543
26.01.2017;116.21;839.15;103.48;132.78;79.506;112.45;138.95;79.032
27.01.2017;116.22;835.75;104.66;132.18;79.672;113.36;142.47;79.142
30.01.2017;115.9;830.38;106.24;130.98;78.85;113.51;141.22;79.169
31.01.2017;115.66;823.48;105.96;130.34;77.565;113.08;140.71;79.944
01.02.2017;122.69;832.35;106.59;133.23;77.858;112.95;140.77;79.697
02.02.2017;122.5;839.95;105.92;130.84;77.528;113.68;139.2;80.089
03.02.2017;123;810.2;105.63;130.98;79.902;114.63;140.25;79.771
06.02.2017;124.19;807.64;104.93;132.06;79.526;114.84;140.97;79.761
07.02.2017;125.33;812.5;104.38;131.84;79.48;114.96;144;80.318
08.02.2017;125.82;819.71;104.38;134.15;78.782;115.03;144.74;80.61
09.02.2017;126.76;821.36;104.85;134.14;79.922;114.86;144.14;80.92
10.02.2017;126.47;827.46;104.62;134.19;79.735;116.08;144.82;80.281
13.02.2017;127.59;836.53;105.01;134.05;80.791;115.81;143.2;80.591
14.02.2017;129.23;836.39;105.66;133.85;82.083;116.07;140.79;80.18
15.02.2017;129.71;842.7;105.51;133.44;83.025;116.69;142.27;83.157
16.02.2017;129.56;844.28;106.01;133.84;82.974;116.89;142.01;82.857
17.02.2017;129.91;845.07;105.4;133.53;82.697;117.93;142.22;83.128
21.02.2017;130.84;856.44;105.35;133.72;83.411;118.16;142.6;83.659
22.02.2017;131.24;855.61;105.46;136.12;83.459;117.98;143.86;83.448
23.02.2017;130.64;852.19;105.08;135.36;83.521;118.34;142.77;83.167
24.02.2017;130.8;845.24;105.65;135.44;82.79;118.68;143.25;83.093
27.02.2017;131.06;848.64;105.56;136.41;82.879;118.05;143.41;82.946
28.02.2017;131.12;845.04;105.43;135.54;83.052;118.63;142.13;83.111
01.03.2017;133.81;853.08;106.34;137.42;85.785;119.94;142.65;83.649
02.03.2017;132.99;848.91;105.9;136.76;84.447;119.17;139.53;82.965
03.03.2017;133.8;849.88;106.53;137.17;85.052;118.86;139.14;82.591
06.03.2017;133.36;846.61;105.98;137.42;84.248;118.98;141.94;82.473
07.03.2017;133.54;846.02;106.16;137.3;83.779;119.02;141.43;82.399
08.03.2017;133.03;850.5;106.14;137.72;83.595;119.04;140.32;82.262
09.03.2017;132.73;853;106.33;138.24;83.925;119.08;140.53;82.444
10.03.2017;133.17;852.2;106.22;138.79;83.661;118.93;140.89;83.111
13.03.2017;133.23;854.59;106.79;139.6;83.734;118.6;143.52;83.331
14.03.2017;133.02;852.53;107.56;139.32;83.87;118.77;143.19;83.047
15.03.2017;134.45;852.97;107.12;139.72;84.073;118.84;145.25;83.412
16.03.2017;134.66;853.42;106.98;139.99;83.99;118.93;144.39;83.448
17.03.2017;133.98;852.31;107.01;139.84;83.111;119.58;145.11;83.047
20.03.2017;135.4;856.97;107.93;139.94;82.514;119.71;145.83;83.245
21.03.2017;133.85;843.2;107;138.51;80.095;119.46;142.42;83.22
22.03.2017;135.36;848.06;107.33;139.59;80.223;119.98;142.65;83.038
23.03.2017;134.87;847.38;107.49;139.53;80.095;119.9;141.84;82.838
24.03.2017;134.62;845.61;107.39;140.34;80.001;120.2;142.02;82.653
27.03.2017;134.83;846.82;107.63;140.32;79.958;120.35;144.06;82.582
28.03.2017;137.64;856;108.26;141.76;81.205;120.31;145.17;82.828
29.03.2017;137.93;874.32;107.76;142.65;80.901;119.75;146.47;82.682
30.03.2017;137.76;876.34;108.37;142.41;81.597;120.18;148.06;82.315
31.03.2017;137.5;886.54;108.58;142.05;80.506;120.45;147.81;81.998
03.04.2017;137.54;891.51;108.39;142.28;80.213;120.45;146.92;81.843
04.04.2017;138.56;906.83;108.25;141.73;80.48;120.16;145.5;82.053
05.04.2017;137.85;909.28;108.21;141.85;79.448;121.22;143.62;82.108
06.04.2017;137.5;898.28;108.26;141.17;79.718;120.97;143.74;81.586
07.04.2017;137.19;894.88;107.81;140.78;79.441;120.78;143.11;81.431
10.04.2017;137.03;907.04;107.66;141.04;79.163;120.8;143.85;81.668
11.04.2017;135.55;902.36;108.28;139.92;79.026;121.94;144.35;81.952
12.04.2017;135.72;896.23;108.25;139.58;78.719;121.98;143.83;82.417
13.04.2017;135;884.67;108.39;139.39;77.798;121.53;142.92;82.162
17.04.2017;135.75;901.99;108.96;141.42;79.145;122.07;147.25;82.491
18.04.2017;135.14;903.78;109.35;140.96;78.5;122.97;143.36;82.866
19.04.2017;134.65;899.2;108.91;142.27;77.853;123.28;139.76;82.396
20.04.2017;136.34;902.06;109.93;143.8;78.859;123.86;141.18;82.147
21.04.2017;136.18;898.53;109.58;143.68;77.91;124;142.87;81.496
24.04.2017;137.48;907.41;108.89;145.47;80.657;124.75;143.83;82.349
25.04.2017;138.33;907.63;110.3;146.49;81.357;131.7;152.16;82.76
26.04.2017;137.52;909.29;110.68;146.56;81.511;130.9;150.17;80.683
27.04.2017;137.63;918.38;110.93;147.7;80.758;130.93;153.08;80.639
28.04.2017;137.49;924.99;110.7;150.25;80.196;130.05;152.2;80.307
01.05.2017;140.3;948.23;109.87;152.46;80.25;131.18;155.35;80.086
02.05.2017;141.19;946.94;109.52;152.78;79.733;131.26;156.45;79.288
03.05.2017;140.77;941.03;106.89;151.8;80.196;132.56;155.59;79.479
04.05.2017;140.25;937.53;106.46;150.85;80.288;133.34;157.25;79.498
05.05.2017;142.58;934.15;107.24;150.24;80.196;133.79;156.6;79.545
08.05.2017;146.45;949.04;106.71;151.06;80.288;134.06;156.38;79.588
09.05.2017;147.4;952.82;107.32;150.48;79.964;134.16;157.46;79.451
10.05.2017;146.68;948.95;105.02;150.29;80.592;134.31;160.28;79.538
11.05.2017;147.95;947.62;104.94;150.04;80.341;134.03;158.53;79.241
12.05.2017;150.03;961.35;105.05;150.33;80.122;135.09;160.81;79.26
15.05.2017;149.63;957.97;104.5;150.19;80.508;135.95;160.02;79.388
16.05.2017;149.42;966.07;103.4;149.78;80.758;136.89;159.41;79.306
17.05.2017;144.4;944.76;101.81;144.85;77.678;136.08;153.2;79.324
18.05.2017;146.61;958.49;102.15;147.66;77.394;136.63;155.7;78.964
19.05.2017;147.1;959.84;102.97;148.06;78.149;137.69;157.02;79.306
22.05.2017;147.99;970.67;103.07;148.24;78.075;137.73;157.16;79.278
23.05.2017;147.84;971.54;102.49;148.07;79.051;137.37;157.95;79.158
24.05.2017;147.38;980.35;103.14;150.04;79.008;138.94;157.75;79.545
25.05.2017;147.9;993.38;102.72;151.96;78.674;139.21;163.05;79.875
26.05.2017;147.65;995.78;103.81;152.14;78.682;139.27;162.43;80.235
30.05.2017;147.71;996.7;103.75;152.38;77.337;139.34;163.22;80.373
31.05.2017;146.8;994.62;103.36;151.46;75.723;140.25;163.07;81.007
01.06.2017;147.22;995.95;103.62;151.53;76.562;142.52;162.99;81.043
02.06.2017;149.41;1006.73;102.64;153.61;76.176;143.77;165.18;81.466
05.06.2017;147.94;1011.34;102;153.63;76.313;142.9;165.06;81.604
06.06.2017;148.44;1003;101.02;152.81;76.47;141.43;165.17;81.658
07.06.2017;149.33;1010.07;101.43;153.12;77.347;142.09;165.61;81.634
08.06.2017;148.96;1010.27;99.9;154.71;78.305;141.63;165.88;80.786
09.06.2017;143.18;978.31;101.14;149.6;80.156;141.68;158.03;81.071
12.06.2017;139.76;964.91;102.51;148.44;80.176;138.85;151.44;81.145
13.06.2017;140.9;980.79;102.04;150.68;80.444;140.12;152.72;80.98
14.06.2017;139.5;976.47;101.65;150.25;80.278;140.92;152.2;81.329
15.06.2017;138.68;964.17;101.49;149.8;79.798;141.38;151.76;82.193
16.06.2017;136.74;987.71;101.03;150.64;79.441;142.14;152.38;82.45
19.06.2017;140.65;995.17;100.91;152.87;81.181;143.23;153.4;82.633
20.06.2017;139.37;992.59;99.53;152.25;80.677;144.09;152.05;82.422
21.06.2017;140.2;1002.23;100.36;153.91;80.306;143.77;155.03;82.21
22.06.2017;139.97;1001.3;99.8;153.4;80.213;144.78;154.89;81.872
23.06.2017;140.59;1003.74;99.94;155.07;80.068;144.63;158.02;82.23
26.06.2017;140.15;993.98;101.09;153.59;80.416;143.98;157.5;82.174
27.06.2017;138.13;976.78;100.95;150.58;81.163;143.76;151.03;81.486
28.06.2017;140.16;990.33;102.33;153.24;82.796;144.31;153.41;81.264
29.06.2017;138.08;975.93;101.23;151.04;84.02;143.22;150.09;79.995
30.06.2017;138.41;968;101.76;150.98;84.252;143.25;149.41;80.143
03.07.2017;137.91;953.66;102.91;148.43;85.966;142.62;146.17;80.683
05.07.2017;138.48;971.4;101.15;150.34;86.829;143.16;147.61;80.621
06.07.2017;137.17;965.14;99.71;148.82;86.549;143.18;146.25;80.345
07.07.2017;138.57;978.76;99.68;151.44;86.985;146.16;150.18;80.601
10.07.2017;139.42;996.47;99.94;153.5;86.372;145.44;152.67;80.086
11.07.2017;139.87;994.13;100.18;155.27;86.04;144.89;154.33;79.793
12.07.2017;140.07;1006.51;100.7;158.9;85.743;146.46;158.75;79.966
13.07.2017;142.01;1000.63;100.61;159.26;86.288;145;158.21;79.727
14.07.2017;143.24;1001.81;101.38;159.97;85.503;145.22;161.12;80.096
17.07.2017;143.75;1010.04;101.09;159.73;84.705;145.2;161.7;80.51
18.07.2017;144.24;1024.45;102.02;162.86;84.408;143.98;183.6;81.513
19.07.2017;145.15;1026.87;103.05;164.14;84.529;143.92;183.86;81.884
20.07.2017;144.49;1028.7;103.57;164.53;84.529;144.22;183.6;82.114
21.07.2017;144.42;1025.67;103.32;164.43;84.243;143.95;188.54;82.124
24.07.2017;146.17;1038.95;103.23;166;84.604;142.01;187.91;81.726
25.07.2017;146.79;1040.13;102.66;165.28;86.011;148.75;186.97;82.615
26.07.2017;147.5;1052.8;103.17;165.61;85.205;146.39;189.09;82.761
27.07.2017;144.7;1046;106.12;170.44;84.853;146.77;182.68;84.044
28.07.2017;143.7;1020.04;106.08;172.46;84.604;145.75;184.03;83.608
31.07.2017;142.94;987.78;106.05;169.25;85.086;145.09;181.66;84.171
01.08.2017;144.21;996.19;106.71;169.86;86.226;144.06;182.03;84.431
02.08.2017;151.02;995.89;104.84;169.3;86.298;146.47;180.74;84.377
03.08.2017;149.51;986.92;105.27;168.59;85.733;144.71;179.23;84.21
04.08.2017;150.32;987.41;103.89;169.62;86.81;143.85;180.27;84.034
07.08.2017;152.64;992.27;102.6;171.96;87.144;144.95;181.33;84.746
08.08.2017;153.83;989.84;103.21;171.23;86.829;144.9;178.36;84.877
09.08.2017;154.8;982.01;99.206;171.18;86.688;144.9;175.78;85.192
10.08.2017;149.86;956.92;97.777;167.4;85.447;146.49;169.14;85.026
11.08.2017;151.95;967.99;98.397;168.08;84.733;147.11;171.4;84.655
14.08.2017;154.23;983.3;97.827;170.75;85.724;147.07;171;84.941
15.08.2017;155.91;982.74;97.934;171;85.947;147.41;168.5;85.451
16.08.2017;155.3;978.18;98.595;170;85.354;148.6;169.98;85.674
17.08.2017;152.31;960.57;97.807;166.91;84.019;147.67;166.09;85.331
18.08.2017;151.97;958.47;97.153;167.41;84.102;147.54;166.54;85.7
21.08.2017;151.68;953.29;97.601;167.78;83.999;148.11;166.76;86.064
22.08.2017;154.16;966.9;99.146;169.63;84.863;149.31;169.34;85.997
23.08.2017;154.36;958;97.924;168.71;84.964;148.51;169.06;85.674
24.08.2017;153.67;952.45;97.944;167.74;84.824;148.16;168.13;85.517
25.08.2017;154.24;945.26;98.793;166.32;85.169;148.52;165.95;85.739
28.08.2017;155.78;946.02;98.937;167.24;84.9;149.34;167.12;85.7
29.08.2017;157.2;954.06;98.947;168.05;84.436;149.06;168.81;85.563
30.08.2017;157.63;967.59;99.245;169.92;84.632;150.09;174.69;85.145
31.08.2017;158.23;980.6;97.63;171.97;84.243;150.49;174.71;85.517
01.09.2017;158.27;978.25;97.924;172.02;84.993;150.33;174.74;85.758
05.09.2017;156.37;965.27;98.022;170.72;82.963;149.68;174.52;85.934
06.09.2017;156.21;967.8;97.924;172.09;83.518;148.84;179.25;85.934
07.09.2017;155.6;979.47;93.638;173.21;82.055;150.42;179;86.165
08.09.2017;153.07;965.9;93.648;170.95;81.951;150.25;176.42;86.045
11.09.2017;155.81;977.96;93.667;173.51;83.221;151.96;181.74;87.111
12.09.2017;155.21;982.58;94.44;172.95;84.243;147.07;185.15;86.666
13.09.2017;154.03;999.6;95.335;173.05;84.482;147.71;183.62;86.701
14.09.2017;152.73;992.21;94.449;170.96;84.315;147.71;182.63;86.701
15.09.2017;154.26;986.79;95.048;171.64;84.919;147.63;182.35;86.443
18.09.2017;153.11;974.19;94.641;170.01;86.122;147.4;184.62;86.331
19.09.2017;153.15;969.86;94.959;172.52;87.068;148.11;185.68;87.279
20.09.2017;150.59;973.21;95.713;172.17;87.68;150.4;185.51;87.49
21.09.2017;147.99;964.65;95.404;171.11;88.08;149.62;188.75;85.858
22.09.2017;146.56;955.1;95.123;170.54;87.895;149.51;187.35;85.487
25.09.2017;145.27;939.79;96.059;162.87;87.234;147;178.55;85.934
26.09.2017;147.78;938.6;95.153;164.21;86.846;144.27;179.38;85.868
27.09.2017;148.81;950.87;95.741;167.68;88.218;144.94;181.97;84.22
28.09.2017;147.9;956.4;94.593;168.73;88.404;148.17;180.69;84.238
29.09.2017;148.7;961.35;95.094;170.87;88.524;147.4;181.26;84.32
02.10.2017;148.4;959.19;96.34;169.47;89.757;147.67;177.01;85.053
03.10.2017;149.04;957.1;97.241;169.96;90.227;147.57;179.19;85.377
04.10.2017;148.07;965.45;97.008;168.42;89.312;147.91;184.45;85.656
05.10.2017;149.93;980.85;96.58;171.24;90.514;149.41;194.39;85.294
06.10.2017;149.84;989.51;96.542;172.23;90.355;150.14;198.02;85.573
09.10.2017;150.38;990.99;96.059;172.5;89.88;150.63;196.87;85.377
10.10.2017;150.44;987.2;96.068;171.59;90.551;151.08;195.08;84.914
11.10.2017;151.04;995;95.076;172.74;90.281;153.48;194.95;84.764
12.10.2017;150.53;1000.93;93.512;172.55;89.489;154.21;195.86;85.405
13.10.2017;151.46;1002.94;93.947;173.74;89.366;155.59;199.49;86.23
16.10.2017;154.26;1006.34;94.671;174.52;91.213;155.24;202.68;86.322
17.10.2017;154.84;1009.13;94.892;176.11;91.009;155.62;199.48;86.007
18.10.2017;154.14;997;94.786;176.03;91.352;155.94;195.54;85.979
19.10.2017;150.52;986.61;95.52;174.56;91.466;156.64;195.13;85.521
20.10.2017;150.74;982.91;95.896;174.98;92.765;156.45;194.16;82.403
23.10.2017;150.68;966.3;95.22;171.27;92.612;153.67;192.47;81.517
24.10.2017;151.57;975.9;94.824;171.8;94.084;154.18;196.02;81.219
25.10.2017;150.9;972.91;94.352;170.6;94.178;153.9;193.77;81.105
26.10.2017;151.88;972.43;95.084;170.63;94.851;154.29;195.21;81.702
27.10.2017;157.34;1100.95;94.843;177.88;94.88;155.61;199.54;81.273
30.10.2017;160.86;1110.85;94.583;179.87;94.539;156.38;198.37;80.554
31.10.2017;163.11;1105.28;94.361;180.06;93.792;157.03;196.43;80.62
01.11.2017;161.01;1103.68;95.54;182.66;94.084;156.52;198;81.133
02.11.2017;162.21;1094.22;94.883;178.92;94.711;158.14;199.32;80.78
03.11.2017;166.43;1111.6;95.163;178.92;94.539;158.67;200.01;80.844
06.11.2017;168.13;1120.66;97.095;180.17;93.953;160;200.13;80.35
07.11.2017;168.66;1123.17;98.032;180.25;92.061;160.65;195.89;81.219
08.11.2017;170.06;1132.88;97.611;179.56;91.028;160.03;196.44;81.777
09.11.2017;169.7;1129.13;99.057;179.3;91.019;157.12;193.9;81.964
10.11.2017;169.13;1125.35;101.08;178.46;90.904;155.8;192.02;82.318
13.11.2017;168.46;1129.17;101.04;178.77;91.231;157.45;195.08;83.104
14.11.2017;165.92;1136.84;99.53;178.07;90.683;158.15;195.69;82.983
15.11.2017;163.71;1126.69;100.03;177.95;91.54;157.4;192.12;82.384
16.11.2017;165.7;1137.29;99.95;179.59;91.802;158.14;195.51;83.337
17.11.2017;164.76;1129.88;99.79;179;91.473;156.84;193.2;82.572
20.11.2017;164.59;1126.31;99.126;178.74;92.303;157.05;194.1;82.421
21.11.2017;167.66;1139.49;99.375;181.86;92.23;158.34;196.23;82.843
22.11.2017;169.41;1156.16;99.116;180.87;91.959;159.03;196.32;82.478
24.11.2017;169.42;1186;99.017;182.78;91.66;159.09;195.75;82.59
27.11.2017;168.57;1195.83;99.166;183.03;91.296;158.95;195.05;83.066
28.11.2017;167.6;1193.6;99.76;182.42;94.491;161.2;199.18;83.478
29.11.2017;164.11;1161.21;101.53;175.13;96.708;160.33;188.15;83.458
30.11.2017;166.4;1176.75;101.12;177.18;97.441;162.76;187.58;84.028
01.12.2017;165.65;1162.35;101.54;175.1;97.685;163.6;186.82;84.374
04.12.2017;164.43;1133.95;106.34;171.47;99.71;161.51;184.04;85.354
05.12.2017;164.27;1141.57;103.44;172.83;98.556;163.7;184.21;85.344
06.12.2017;163.68;1152.94;101.75;176.08;97.821;164.18;185.3;85.205
07.12.2017;163.95;1159.79;101.55;180.14;97.53;163.63;185.2;84.13
08.12.2017;164;1162;101.36;179;98.754;163.85;188.54;84.382
11.12.2017;167.2;1169.15;103.89;179.04;98.468;163.95;186.22;84.254
12.12.2017;166.25;1165.08;104.47;176.96;99.61;163;185.73;83.897
13.12.2017;166.81;1164.13;104.65;178.3;98.37;164.25;187.86;84.859
14.12.2017;166.76;1174.26;107.54;178.39;97.568;163.84;189.56;84.97
15.12.2017;168.46;1178.98;108.21;180.18;98.942;164.74;190.12;85.801
18.12.2017;170.84;1190.58;107.97;180.82;99.72;164.87;190.42;85.793
19.12.2017;168.99;1187.43;108.74;179.51;99.318;164.09;187.03;85.605
20.12.2017;168.83;1177.62;106.68;177.89;98.942;162.95;188.82;85.467
21.12.2017;169.46;1174.76;106.56;177.45;100.53;162.64;188.62;85.596
22.12.2017;169.46;1168.36;105.68;177.2;100.16;162.21;189.94;86.026
26.12.2017;165.17;1176.76;105.14;175.99;99.78;162.1;187.76;86.352
27.12.2017;165.2;1182.26;104.68;177.62;99.96;163.41;186.24;85.997
28.12.2017;165.68;1186.1;104.81;177.92;100.49;163.8;192.71;85.969
29.12.2017;163.86;1169.47;104.55;176.46;99.7;162.9;191.96;85.793
02.01.2018;166.8;1189;108.73;181.42;100.64;163.92;201.07;84.644
03.01.2018;166.77;1204.2;109.19;184.67;100.74;163.26;205.05;84.543
